"PVWatts Hourly PV Performance Data"
"Requested Location","San Diego"
"Location","Lat, Lng: 32.73, -117.18"
"Latitude (DD)","32.73"
"Longitude (DD)","-117.18"
"Elevation (m)","24"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","15.90"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","8","14","852","68","18","3.2","0.11","582.327","29.484","2004.096","1917.228"
"1","8","15","718","54","16","1.7","0.11","367.562","25.517","1239.04","1179.282"
"1","8","16","366","26","14","0.9","0.11","116.013","17.22","272.709","247.191"
"1","8","17","0","0","13","0.9","0.11","0","13","0","0"
"1","8","18","0","0","13","1.1","0.11","0","13","0","0"
"1","8","19","0","0","13","1.2","0.11","0","13","0","0"
"1","8","20","0","0","13","1.2","0.11","0","13","0","0"
"1","8","21","0","0","13","1.2","0.11","0","13","0","0"
"1","8","22","0","0","13","1.2","0.11","0","13","0","0"
"1","8","23","0","0","13","1.2","0.11","0","13","0","0"
"1","9","0","0","0","12","1.2","0.11","0","12","0","0"
"1","9","1","0","0","12","1.3","0.11","0","12","0","0"
"1","9","2","0","0","13","1.3","0.11","0","13","0","0"
"1","9","3","0","0","12","1.3","0.11","0","12","0","0"
"1","9","4","0","0","12","1.5","0.11","0","12","0","0"
"1","9","5","0","0","12","1.7","0.11","0","12","0","0"
"1","9","6","0","0","12","2","0.11","0","12","0","0"
"1","9","7","59","38","14","2.7","0.11","57.263","15.186","170.643","148.743"
"1","9","8","744","54","16","3.5","0.11","399.525","23.478","1376.024","1311.412"
"1","9","9","859","67","17","3.6","0.11","604.226","28.185","2088.235","1998.387"
"1","9","10","919","72","18","3.2","0.11","745.567","32.676","2517.299","2412.247"
"1","9","11","938","76","19","2.7","0.11","816.009","36.47","2703.858","2592.196"
"1","9","12","933","77","20","2.2","0.11","809.371","39.014","2655.698","2545.742"
"1","9","13","906","73","20","1.9","0.11","726.245","38.137","2401.768","2300.809"
"1","9","14","840","67","19","1.5","0.11","576.129","34.711","1942.276","1857.599"
"1","9","15","703","54","18","0.8","0.11","363.025","29.665","1205.108","1146.552"
"1","9","16","372","25","16","0.4","0.11","117.685","19.802","282.222","256.368"
"1","9","17","0","0","15","0.4","0.11","0","15","0","0"
"1","9","18","0","0","14","0.6","0.11","0","14","0","0"
"1","9","19","0","0","14","0.9","0.11","0","14","0","0"
"1","9","20","0","0","14","1.1","0.11","0","14","0","0"
"1","9","21","0","0","13","1.2","0.11","0","13","0","0"
"1","9","22","0","0","13","1.4","0.11","0","13","0","0"
"1","9","23","0","0","13","1.6","0.11","0","13","0","0"
"1","10","0","0","0","13","1.7","0.11","0","13","0","0"
"1","10","1","0","0","13","1.8","0.11","0","13","0","0"
"1","10","2","0","0","13","1.7","0.11","0","13","0","0"
"1","10","3","0","0","13","1.5","0.11","0","13","0","0"
"1","10","4","0","0","13","1.4","0.11","0","13","0","0"
"1","10","5","0","0","13","1.4","0.11","0","13","0","0"
"1","10","6","0","0","13","1.4","0.11","0","13","0","0"
"1","10","7","55","38","14","1.7","0.11","56.194","15.416","167.599","145.807"
"1","10","8","189","111","16","1.7","0.11","208.849","21.422","711.555","670.487"
"1","10","9","849","68","18","1","0.11","599.656","36.422","2006.5","1919.548"
"1","10","10","396","205","19","0.8","0.11","511.635","35.491","1689.368","1613.653"
"1","10","11","440","221","19","1.3","0.11","594.701","35.894","1957.477","1872.262"
"1","10","12","392","231","20","1.6","0.11","558.249","34.808","1843.165","1762"
"1","10","13","888","77","19","1.7","0.11","719.973","37.753","2383.772","2283.452"
"1","10","14","339","157","19","1.6","0.11","373.759","28.944","1268.765","1207.954"
"1","10","15","243","98","17","1.4","0.11","212.941","22.901","717.603","676.321"
"1","10","16","39","29","15","1.4","0.11","41.522","16.085","110.721","90.943"
"1","10","17","0","0","14","1.2","0.11","0","14","0","0"
"1","10","18","0","0","14","0.9","0.11","0","14","0","0"
"1","10","19","0","0","14","0.7","0.11","0","14","0","0"
"1","10","20","0","0","14","0.6","0.11","0","14","0","0"
"1","10","21","0","0","14","0.7","0.11","0","14","0","0"
"1","10","22","0","0","14","0.6","0.11","0","14","0","0"
"1","10","23","0","0","14","0.5","0.11","0","14","0","0"
"1","11","0","0","0","14","0.5","0.11","0","14","0","0"
"1","11","1","0","0","14","0.4","0.11","0","14","0","0"
"1","11","2","0","0","14","0.2","0.11","0","14","0","0"
"1","11","3","0","0","14","0.1","0.11","0","14","0","0"
"1","11","4","0","0","14","0.2","0.11","0","14","0","0"
"1","11","5","0","0","13","0.4","0.11","0","13","0","0"
"1","11","6","0","0","13","0.6","0.11","0","13","0","0"
"1","11","7","0","15","13","0.8","0.11","14.211","13.449","41.85","24.513"
"1","11","8","28","108","15","1.5","0.11","123.791","18.357","418.676","387.986"
"1","11","9","190","184","16","2","0.11","312.737","23.635","1073.252","1019.368"
"1","11","10","458","192","17","2.1","0.11","550.712","30.177","1860.437","1778.66"
"1","11","11","202","267","18","2.1","0.11","443.939","28.592","1488.747","1420.141"
"1","11","12","176","267","19","1.7","0.11","423.221","29.966","1409.472","1343.674"
"1","11","13","352","221","18","0.9","0.11","494.669","33.525","1643.883","1569.78"
"1","11","14","233","173","17","0.4","0.11","329.788","28.914","1112.497","1057.223"
"1","11","15","174","104","16","0.2","0.11","190.977","23.317","640.997","602.43"
"1","11","16","28","31","15","0.2","0.11","38.694","16.411","105.878","86.273"
"1","11","17","0","0","15","0.3","0.11","0","15","0","0"
"1","11","18","0","0","15","0.7","0.11","0","15","0","0"
"1","11","19","0","0","15","1.1","0.11","0","15","0","0"
"1","11","20","0","0","15","1.4","0.11","0","15","0","0"
"1","11","21","0","0","15","1.7","0.11","0","15","0","0"
"1","11","22","0","0","15","1.9","0.11","0","15","0","0"
"1","11","23","0","0","15","1.8","0.11","0","15","0","0"
"1","12","0","0","0","15","1.6","0.11","0","15","0","0"
"1","12","1","0","0","15","1.4","0.11","0","15","0","0"
"1","12","2","0","0","15","1.2","0.11","0","15","0","0"
"1","12","3","0","0","15","0.9","0.11","0","15","0","0"
"1","12","4","0","0","14","0.6","0.11","0","14","0","0"
"1","12","5","0","0","14","0.7","0.11","0","14","0","0"
"1","12","6","0","0","14","1","0.11","0","14","0","0"
"1","12","7","0","16","15","1.8","0.11","15.161","15.378","44.415","26.987"
"1","12","8","0","87","16","2.7","0.11","84.796","17.81","283.11","257.224"
"1","12","9","68","181","17","3.2","0.11","228.657","21.485","780.209","736.709"
"1","12","10","0","158","18","3.2","0.11","153.926","21.009","512.936","478.907"
"1","12","11","38","239","19","2.9","0.11","276.26","24.677","923.879","875.288"
"1","12","12","175","269","20","2.6","0.11","424.879","29.22","1418.9","1352.768"
"1","12","13","350","215","20","2.4","0.11","487.211","30.997","1634.941","1561.155"
"1","12","14","344","160","19","2.1","0.11","381.499","28.142","1299.288","1237.395"
"1","12","15","708","57","18","1.8","0.11","373.638","27.483","1256.3","1195.93"
"1","12","16","381","29","15","1.8","0.11","126.851","17.971","330.948","303.367"
"1","12","17","0","0","14","2.3","0.11","0","14","0","0"
"1","12","18","0","0","13","2.7","0.11","0","13","0","0"
"1","12","19","0","0","13","2.9","0.11","0","13","0","0"
"1","12","20","0","0","13","3","0.11","0","13","0","0"
"1","12","21","0","0","12","3.2","0.11","0","12","0","0"
"1","12","22","0","0","12","3.3","0.11","0","12","0","0"
"1","12","23","0","0","12","3.3","0.11","0","12","0","0"
"1","13","0","0","0","12","3.3","0.11","0","12","0","0"
"1","13","1","0","0","12","3.1","0.11","0","12","0","0"
"1","13","2","0","0","12","2.9","0.11","0","12","0","0"
"1","13","3","0","0","12","2.9","0.11","0","12","0","0"
"1","13","4","0","0","11","2.9","0.11","0","11","0","0"
"1","13","5","0","0","11","3.2","0.11","0","11","0","0"
"1","13","6","0","0","12","4","0.11","0","12","0","0"
"1","13","7","105","40","14","5.2","0.11","74.091","15.059","220.418","196.753"
"1","13","8","800","55","16","5.8","0.11","425.762","21.873","1477.507","1409.299"
"1","13","9","915","67","17","5.5","0.11","636.762","26.134","2218.412","2123.95"
"1","13","10","486","186","18","4.9","0.11","565.332","26.697","1936.714","1852.235"
"1","13","11","989","77","19","4.1","0.11","862.428","33.791","2884.794","2766.72"
"1","13","12","424","227","20","3.4","0.11","589.321","31.195","1974.418","1888.603"
"1","13","13","950","77","20","2.8","0.11","770.119","36.215","2563.864","2457.162"
"1","13","14","435","145","19","2.3","0.11","427.113","28.85","1456.487","1389.024"
"1","13","15","317","96","17","1.8","0.11","249.391","23.332","844.904","799.111"
"1","13","16","432","30","15","1.7","0.11","140.424","18.374","371.591","342.57"
"1","13","17","0","0","14","2","0.11","0","14","0","0"
"1","13","18","0","0","13","2.3","0.11","0","13","0","0"
"1","13","19","0","0","12","2.6","0.11","0","12","0","0"
"1","13","20","0","0","12","2.7","0.11","0","12","0","0"
"1","13","21","0","0","12","2.6","0.11","0","12","0","0"
"1","13","22","0","0","11","2.5","0.11","0","11","0","0"
"1","13","23","0","0","11","2.4","0.11","0","11","0","0"
"1","14","0","0","0","11","2.3","0.11","0","11","0","0"
"1","14","1","0","0","11","2.2","0.11","0","11","0","0"
"1","14","2","0","0","12","2","0.11","0","12","0","0"
"1","14","3","0","0","12","1.8","0.11","0","12","0","0"
"1","14","4","0","0","12","1.6","0.11","0","12","0","0"
"1","14","5","0","0","12","1.6","0.11","0","12","0","0"
"1","14","6","0","0","12","1.6","0.11","0","12","0","0"
"1","14","7","35","39","13","1.6","0.11","49.249","14.274","148.987","127.854"
"1","14","8","74","115","14","1.4","0.11","152.069","18.22","518.82","484.582"
"1","14","9","33","171","15","1.2","0.11","195.967","20.696","665.876","626.427"
"1","14","10","0","121","16","1.2","0.11","116.343","19.373","386.162","356.624"
"1","14","11","0","74","16","1.3","0.11","70.336","17.989","229.245","205.268"
"1","14","12","249","265","17","1.2","0.11","478.386","30.898","1593.574","1521.253"
"1","14","13","460","195","17","0.9","0.11","553.593","34.383","1839.547","1758.51"
"1","14","14","129","183","16","0.4","0.11","273.404","25.866","924.772","876.149"
"1","14","15","0","92","15","0.5","0.11","90.336","18.161","301.816","275.267"
"1","14","16","371","30","15","0.9","0.11","127.39","18.727","342.594","314.6"
"1","14","17","0","0","14","1","0.11","0","14","0","0"
"1","14","18","0","0","14","1","0.11","0","14","0","0"
"1","14","19","0","0","14","1","0.11","0","14","0","0"
"1","14","20","0","0","14","1","0.11","0","14","0","0"
"1","14","21","0","0","14","1.1","0.11","0","14","0","0"
"1","14","22","0","0","13","1.1","0.11","0","13","0","0"
"1","14","23","0","0","13","1.1","0.11","0","13","0","0"
"1","15","0","0","0","13","1.1","0.11","0","13","0","0"
"1","15","1","0","0","13","1.1","0.11","0","13","0","0"
"1","15","2","0","0","12","1.2","0.11","0","12","0","0"
"1","15","3","0","0","12","1.3","0.11","0","12","0","0"
"1","15","4","0","0","12","1.4","0.11","0","12","0","0"
"1","15","5","0","0","11","1.5","0.11","0","11","0","0"
"1","15","6","0","0","11","1.5","0.11","0","11","0","0"
"1","15","7","0","2","13","2.1","0.11","1.892","13.044","5.072","0"
"1","15","8","144","116","15","3.2","0.11","189.115","18.71","649.194","610.336"
"1","15","9","275","178","16","3.9","0.11","364.731","22.435","1264.729","1204.061"
"1","15","10","333","223","16","4","0.11","487.813","24.469","1676.34","1601.086"
"1","15","11","34","238","16","3.9","0.11","271.795","20.768","921.829","873.31"
"1","15","12","0","84","17","3.9","0.11","79.862","18.4","261.19","236.081"
"1","15","13","0","164","16","4","0.11","160.031","18.768","538.798","503.852"
"1","15","14","44","172","16","3.9","0.11","203.595","19.584","696.512","655.978"
"1","15","15","0","53","15","3.2","0.11","50.315","15.987","165.613","143.891"
"1","15","16","117","36","13","2.2","0.11","71.006","14.589","203.642","180.572"
"1","15","17","0","0","13","1.7","0.11","0","13","0","0"
"1","15","18","0","0","13","1.6","0.11","0","13","0","0"
"1","15","19","0","0","13","1.8","0.11","0","13","0","0"
"1","15","20","0","0","13","2","0.11","0","13","0","0"
"1","15","21","0","0","13","2","0.11","0","13","0","0"
"1","15","22","0","0","13","2.1","0.11","0","13","0","0"
"1","15","23","0","0","13","2.3","0.11","0","13","0","0"
"1","16","0","0","0","12","2.5","0.11","0","12","0","0"
"1","16","1","0","0","12","2.6","0.11","0","12","0","0"
"1","16","2","0","0","12","2.6","0.11","0","12","0","0"
"1","16","3","0","0","12","2.6","0.11","0","12","0","0"
"1","16","4","0","0","12","2.6","0.11","0","12","0","0"
"1","16","5","0","0","12","2.6","0.11","0","12","0","0"
"1","16","6","0","0","12","2.6","0.11","0","12","0","0"
"1","16","7","0","15","12","2.8","0.11","14.211","12.293","42.341","24.986"
"1","16","8","106","117","13","3","0.11","173.224","16.513","597.922","560.881"
"1","16","9","0","53","13","3.4","0.11","50.317","13.954","166.319","144.572"
"1","16","10","140","245","14","3.8","0.11","364.341","20.502","1256.838","1196.449"
"1","16","11","90","269","13","4.1","0.11","350.247","18.974","1206.896","1148.277"
"1","16","12","24","228","13","4.3","0.11","244.367","17.049","837.709","792.171"
"1","16","13","0","126","12","4.1","0.11","121.341","14.069","412.109","381.652"
"1","16","14","0","75","12","4","0.11","71.257","13.235","239.739","215.39"
"1","16","15","0","61","11","3.6","0.11","58.06","12.069","195.498","172.717"
"1","16","16","0","22","11","3.3","0.12","20.867","11.394","62.385","44.32"
"1","16","17","0","0","10","3.1","0.12","0","10","0","0"
"1","16","18","0","0","10","3","0.12","0","10","0","0"
"1","16","19","0","0","10","2.8","0.12","0","10","0","0"
"1","16","20","0","0","10","2.5","0.12","0","10","0","0"
"1","16","21","0","0","9","2.1","0.12","0","9","0","0"
"1","16","22","0","0","9","1.7","0.12","0","9","0","0"
"1","16","23","0","0","9","1.1","0.12","0","9","0","0"
"1","17","0","0","0","9","0.7","0.12","0","9","0","0"
"1","17","1","0","0","8","0.6","0.12","0","8","0","0"
