"PVWatts Hourly PV Performance Data"
"Requested Location","San Diego"
"Location","Lat, Lng: 32.73, -117.18"
"Latitude (DD)","32.73"
"Longitude (DD)","-117.18"
"Elevation (m)","24"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","47.94"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","12","17","11","23","16.4","2.2","0.15","19.167","16.812","45.681","28.208"
"3","12","18","0","0","15.4","1.4","0.15","0","15.4","0","0"
"3","12","19","0","0","15.2","1.1","0.15","0","15.2","0","0"
"3","12","20","0","0","15.2","1","0.15","0","15.2","0","0"
"3","12","21","0","0","15.4","0.8","0.15","0","15.4","0","0"
"3","12","22","0","0","15.5","0.6","0.15","0","15.5","0","0"
"3","12","23","0","0","15.5","0.8","0.15","0","15.5","0","0"
"3","13","0","0","0","15.4","1.3","0.15","0","15.4","0","0"
"3","13","1","0","0","15","1.8","0.15","0","15","0","0"
"3","13","2","0","0","14.7","2","0.15","0","14.7","0","0"
"3","13","3","0","0","14.5","1.9","0.15","0","14.5","0","0"
"3","13","4","0","0","14.6","1.6","0.15","0","14.6","0","0"
"3","13","5","0","0","15","1.4","0.15","0","15","0","0"
"3","13","6","0","14","15.9","1.4","0.15","10.154","16.173","27.737","10.9"
"3","13","7","0","41","17","1.6","0.15","29.866","17.793","95.757","76.51"
"3","13","8","0","81","18.2","1.8","0.15","59.341","19.705","192.709","170.026"
"3","13","9","58","280","19.6","2.2","0.15","281.173","26.165","935.356","886.359"
"3","13","10","102","359","20.5","2.6","0.15","401.532","29.186","1323.981","1261.213"
"3","13","11","133","398","20.9","3","0.15","494.514","30.87","1621.61","1548.296"
"3","13","12","170","403","21.1","3.3","0.15","535.168","31.374","1755.339","1677.286"
"3","13","13","167","365","21","3.5","0.15","482.944","29.993","1596.244","1523.828"
"3","13","14","88","288","20.4","3.6","0.15","311.471","26.119","1041.187","988.44"
"3","13","15","22","175","20","3.5","0.15","147.585","22.758","492.375","459.074"
"3","13","16","65","109","18.1","3.1","0.15","112.183","20.334","373.382","344.297"
"3","13","17","33","28","16.9","2.5","0.15","28.112","17.471","68.114","49.846"
"3","13","18","0","0","16.3","1.9","0.15","0","16.3","0","0"
"3","13","19","0","0","16.1","1.6","0.15","0","16.1","0","0"
"3","13","20","0","0","16.1","1.3","0.15","0","16.1","0","0"
"3","13","21","0","0","16","1.3","0.15","0","16","0","0"
"3","13","22","0","0","16","1.5","0.15","0","16","0","0"
"3","13","23","0","0","15.9","1.8","0.15","0","15.9","0","0"
"3","14","0","0","0","15.8","1.9","0.15","0","15.8","0","0"
"3","14","1","0","0","15.7","2","0.15","0","15.7","0","0"
"3","14","2","0","0","15.6","2.3","0.15","0","15.6","0","0"
"3","14","3","0","0","15.6","2.8","0.15","0","15.6","0","0"
"3","14","4","0","0","15.4","3.2","0.15","0","15.4","0","0"
"3","14","5","0","0","15.3","3.5","0.15","0","15.3","0","0"
"3","14","6","309","31","15.5","3.9","0.15","78.916","16.75","190.262","167.666"
"3","14","7","9","50","15.8","4.2","0.15","39.99","16.475","130.358","109.885"
"3","14","8","197","209","16.2","4.3","0.15","303.15","21.248","1047.277","994.314"
"3","14","9","668","170","16.7","4.5","0.15","713.06","28.244","2418.229","2316.687"
"3","14","10","918","103","17.1","4.6","0.15","952.453","32.299","3159.533","3031.724"
"3","14","11","930","110","17.5","4.6","0.15","1029.389","33.912","3377.577","3242.042"
"3","14","12","905","123","17.8","4.7","0.15","1014.746","33.766","3331.86","3197.944"
"3","14","13","483","279","17.7","5","0.15","722.996","28.639","2424.607","2322.84"
"3","14","14","176","293","17.2","5","0.15","397.682","23.219","1355.51","1291.624"
"3","14","15","753","97","16.8","5","0.15","556.566","25.274","1933.329","1848.97"
"3","14","16","652","66","15.4","4.2","0.15","314.711","20.67","1057.512","1004.186"
"3","14","17","272","32","14.4","3.6","0.15","67.413","15.472","147.479","126.399"
"3","14","18","0","0","13.9","3.4","0.15","0","13.9","0","0"
"3","14","19","0","0","13.9","3.5","0.15","0","13.9","0","0"
"3","14","20","0","0","13.9","3.5","0.15","0","13.9","0","0"
"3","14","21","0","0","13.9","3.6","0.15","0","13.9","0","0"
"3","14","22","0","0","14","3.7","0.15","0","14","0","0"
"3","14","23","0","0","14","3.9","0.15","0","14","0","0"
"3","15","0","0","0","14","4.3","0.15","0","14","0","0"
"3","15","1","0","0","14","4.5","0.15","0","14","0","0"
"3","15","2","0","0","13.8","4.8","0.15","0","13.8","0","0"
"3","15","3","0","0","13.6","4.9","0.15","0","13.6","0","0"
"3","15","4","0","0","13.6","5.1","0.15","0","13.6","0","0"
"3","15","5","0","0","13.8","5.4","0.15","0","13.8","0","0"
"3","15","6","295","38","13.9","5.6","0.15","81.842","14.952","206.298","183.134"
"3","15","7","155","106","14.2","5.6","0.15","150.605","16.32","513.453","479.405"
"3","15","8","252","202","14.7","5.5","0.15","340.216","19.561","1187.293","1129.368"
"3","15","9","722","158","15.4","5.3","0.15","743.763","26.273","2541.577","2435.665"
"3","15","10","596","243","16.1","5.2","0.15","801.74","27.935","2697.284","2585.854"
"3","15","11","402","351","16.6","5.2","0.15","730.648","27.367","2448.741","2346.118"
"3","15","12","770","191","16.8","5.2","0.15","965.589","31.051","3199.778","3070.543"
"3","15","13","937","107","16.5","5.2","0.15","964.235","30.753","3217.189","3087.337"
"3","15","14","900","98","16","5","0.15","804.065","28.208","2734.403","2621.658"
"3","15","15","823","87","15.7","4.8","0.15","585.008","24.838","2037","1948.967"
"3","15","16","665","69","14","3.8","0.15","320.025","19.675","1078.489","1024.42"
"3","15","17","273","33","12.6","2.9","0.15","67.428","13.813","151.999","130.759"
"3","15","18","0","0","11.8","2.4","0.15","0","11.8","0","0"
"3","15","19","0","0","11.5","2.2","0.15","0","11.5","0","0"
"3","15","20","0","0","11.3","2.2","0.15","0","11.3","0","0"
"3","15","21","0","0","11.2","2.2","0.15","0","11.2","0","0"
"3","15","22","0","0","11.2","2.3","0.15","0","11.2","0","0"
"3","15","23","0","0","11.2","2.3","0.15","0","11.2","0","0"
"3","16","0","0","0","11.1","2.3","0.15","0","11.1","0","0"
"3","16","1","0","0","11.1","2.3","0.15","0","11.1","0","0"
"3","16","2","0","0","11.2","2.3","0.15","0","11.2","0","0"
"3","16","3","0","0","11.3","2.2","0.15","0","11.3","0","0"
"3","16","4","0","0","11.4","2","0.15","0","11.4","0","0"
"3","16","5","0","0","11.6","1.9","0.15","0","11.6","0","0"
"3","16","6","212","39","12.1","1.9","0.15","69.06","13.694","181.978","159.676"
"3","16","7","617","85","13","2","0.15","329.489","20.995","1117.998","1062.529"
"3","16","8","408","185","14","2.3","0.15","430.441","23.912","1488.046","1419.464"
"3","16","9","585","202","15.1","2.9","0.15","667.488","28.86","2254.429","2158.691"
"3","16","10","721","196","15.9","3.5","0.15","873.897","32.212","2893.972","2775.573"
"3","16","11","923","126","16.4","4.1","0.15","1034.183","34.055","3388.498","3252.576"
"3","16","12","943","113","16.3","4.4","0.15","1038.534","33.307","3413.667","3276.853"
"3","16","13","938","103","16.1","4.6","0.15","959.033","31.403","3191.759","3062.808"
"3","16","14","902","94","15.6","4.7","0.15","799.334","28.213","2718.034","2605.869"
"3","16","15","827","82","15.3","4.7","0.15","580.082","24.479","2022.353","1934.839"
"3","16","16","680","63","13.9","4.2","0.15","317.677","19.214","1069.824","1016.062"
"3","16","17","311","31","12.8","3.8","0.15","69.499","13.879","155.308","133.951"
"3","16","18","0","0","12.3","3.6","0.15","0","12.3","0","0"
"3","16","19","0","0","12.3","3.5","0.15","0","12.3","0","0"
"3","16","20","0","0","12.3","3.3","0.15","0","12.3","0","0"
"3","16","21","0","0","12.3","3.2","0.15","0","12.3","0","0"
"3","16","22","0","0","12.4","3.2","0.15","0","12.4","0","0"
"3","16","23","0","0","12.4","3.2","0.15","0","12.4","0","0"
"3","17","0","0","0","12.5","3.3","0.15","0","12.5","0","0"
"3","17","1","0","0","12.6","3.4","0.15","0","12.6","0","0"
"3","17","2","0","0","12.6","3.5","0.15","0","12.6","0","0"
"3","17","3","0","0","12.7","3.6","0.15","0","12.7","0","0"
"3","17","4","0","0","12.9","3.7","0.15","0","12.9","0","0"
"3","17","5","0","0","13","4","0.15","0","13","0","0"
"3","17","6","148","28","13.2","4.3","0.15","49.494","13.967","130.237","109.768"
"3","17","7","66","97","13.6","4.4","0.15","101.815","15.269","345.017","316.938"
"3","17","8","75","199","14.2","4.2","0.15","207.818","17.704","716.409","675.169"
"3","17","9","253","289","15","4","0.15","468.876","23.12","1603.639","1530.961"
"3","17","10","930","103","15.6","4.1","0.15","959.304","31.992","3183.195","3054.547"
"3","17","11","949","104","16","4.2","0.15","1037.158","33.459","3406.585","3270.022"
"3","17","12","817","166","16","4.5","0.15","975.81","31.758","3225.333","3095.192"
"3","17","13","439","305","15.8","4.8","0.15","700.959","26.675","2364.62","2264.978"
"3","17","14","250","290","15.2","5.1","0.15","462.483","22.115","1588.646","1516.499"
"3","17","15","511","156","14.9","5.2","0.15","454.678","21.645","1591.188","1518.951"
"3","17","16","67","105","13.6","4.7","0.15","107.518","15.292","363.98","335.228"
"3","17","17","56","22","12.7","4.2","0.15","26.252","13.111","66.738","48.519"
"3","17","18","0","0","12.1","3.9","0.15","0","12.1","0","0"
"3","17","19","0","0","11.8","3.8","0.15","0","11.8","0","0"
"3","17","20","0","0","11.5","3.8","0.15","0","11.5","0","0"
"3","17","21","0","0","11.2","3.7","0.15","0","11.2","0","0"
"3","17","22","0","0","11.1","3.7","0.15","0","11.1","0","0"
"3","17","23","0","0","11.1","3.9","0.15","0","11.1","0","0"
"3","18","0","0","0","11.1","4","0.15","0","11.1","0","0"
"3","18","1","0","0","11.2","4","0.15","0","11.2","0","0"
"3","18","2","0","0","11.1","3.7","0.15","0","11.1","0","0"
"3","18","3","0","0","11","3.3","0.15","0","11","0","0"
"3","18","4","0","0","11","2.9","0.15","0","11","0","0"
"3","18","5","0","0","11.4","2.2","0.15","0","11.4","0","0"
"3","18","6","393","38","12.2","1.5","0.15","95.152","14.545","239.678","215.331"
"3","18","7","457","97","13.1","1.2","0.15","272.094","20.981","920.319","871.854"
"3","18","8","539","156","14.2","1","0.15","483.153","29.002","1643.337","1569.253"
"3","18","9","459","249","15.3","0.8","0.15","608.053","34.855","1999.97","1913.249"
"3","18","10","502","288","16.3","0.8","0.15","747.85","40.309","2392.654","2292.019"
"3","18","11","774","198","17","1.3","0.15","973.367","44.568","3054.94","2930.837"
"3","18","12","397","356","17.4","2.2","0.15","724.474","34.302","2362.508","2262.94"
"3","18","13","737","188","17.5","3","0.15","869.112","35.089","2847.036","2730.3"
"3","18","14","671","167","17","3.3","0.15","695.048","30.415","2337.155","2238.486"
"3","18","15","683","115","16.8","3.4","0.15","522.758","26.762","1801.232","1721.553"
"3","18","16","152","120","15.1","3.6","0.15","156.057","17.964","526.351","491.846"
"3","18","17","7","31","13.8","3.4","0.15","23.761","14.236","67.337","49.097"
"3","18","18","0","0","13.1","2.6","0.15","0","13.1","0","0"
"3","18","19","0","0","12.9","1.8","0.15","0","12.9","0","0"
"3","18","20","0","0","12.9","1.6","0.15","0","12.9","0","0"
"3","18","21","0","0","12.9","1.5","0.15","0","12.9","0","0"
"3","18","22","0","0","12.9","1.2","0.15","0","12.9","0","0"
"3","18","23","0","0","12.9","1","0.15","0","12.9","0","0"
"3","19","0","0","0","12.7","1.1","0.15","0","12.7","0","0"
"3","19","1","0","0","12.5","1.3","0.15","0","12.5","0","0"
"3","19","2","0","0","12.3","1.5","0.15","0","12.3","0","0"
"3","19","3","0","0","12.2","1.6","0.15","0","12.2","0","0"
"3","19","4","0","0","12","1.6","0.15","0","12","0","0"
"3","19","5","0","0","12.4","1.5","0.15","0","12.4","0","0"
"3","19","6","42","42","13.9","1.7","0.15","40.61","14.924","120.264","100.148"
"3","19","7","340","114","16.1","2","0.15","240.77","21.949","810.798","766.214"
"3","19","8","560","149","17.8","2","0.15","488.765","29.743","1657.971","1583.368"
"3","19","9","879","108","19.1","1.9","0.15","812.071","39.312","2638.556","2529.207"
"3","19","10","952","103","20","2","0.15","976.403","43.771","3090.445","2965.084"
"3","19","11","862","152","20.6","2.2","0.15","1006.359","44.12","3165.514","3037.493"
"3","19","12","973","100","21","2.3","0.15","1048.955","45.058","3289.17","3156.767"
"3","19","13","901","120","21","2.3","0.15","934.511","42.45","2976.234","2854.92"
"3","19","14","463","242","20.7","2.4","0.15","593.455","34.072","1959.344","1874.062"
"3","19","15","750","101","20.5","2.4","0.15","546.383","32.864","1840.465","1759.396"
"3","19","16","557","78","18.4","2.6","0.15","280.037","24.435","920","871.547"
"3","19","17","258","37","17","2.3","0.15","63.323","18.303","148.392","127.28"
"3","19","18","0","0","16.4","1.8","0.15","0","16.4","0","0"
"3","19","19","0","0","16.2","1.6","0.15","0","16.2","0","0"
"3","19","20","0","0","16","1.6","0.15","0","16","0","0"
"3","19","21","0","0","15.7","1.2","0.15","0","15.7","0","0"
"3","19","22","0","0","15.4","0.9","0.15","0","15.4","0","0"
"3","19","23","0","0","15","0.8","0.15","0","15","0","0"
"3","20","0","0","0","14.8","0.8","0.15","0","14.8","0","0"
"3","20","1","0","0","14.5","0.8","0.15","0","14.5","0","0"
"3","20","2","0","0","14.3","0.8","0.15","0","14.3","0","0"
"3","20","3","0","0","14.3","0.8","0.15","0","14.3","0","0"
"3","20","4","0","0","14.2","0.8","0.15","0","14.2","0","0"
"3","20","5","0","0","14.4","0.9","0.15","0","14.4","0","0"
"3","20","6","224","43","15.6","1.3","0.15","72.319","17.521","192.513","169.838"
"3","20","7","635","78","17.6","1.7","0.15","327.431","26.054","1086.873","1032.506"
"3","20","8","523","163","19.4","1.9","0.15","477.93","31.316","1609.005","1536.137"
"3","20","9","849","109","20.5","2.5","0.15","788.191","37.953","2574.266","2467.195"
"3","20","10","908","107","21","2.9","0.15","938.546","40.327","3012.785","2890.176"
"3","20","11","847","152","21.4","2.7","0.15","989.881","42.482","3134.519","3007.596"
"3","20","12","499","314","21.6","2.3","0.15","798.848","39.888","2550.426","2444.2"
"3","20","13","51","331","21.7","2","0.15","322.986","29.528","1054.623","1001.399"
"3","20","14","429","256","21.3","2","0.15","577.638","35.365","1895.234","1812.224"
"3","20","15","187","212","21","2.1","0.15","290.132","27.937","974.239","923.864"
"3","20","16","256","115","18.9","2.4","0.15","192.498","23.217","635.26","596.896"
"3","20","17","64","36","17.1","2.4","0.15","36.23","17.874","96.812","77.527"
"3","20","18","0","0","15.9","2.3","0.15","0","15.9","0","0"
"3","20","19","0","0","15.4","2","0.15","0","15.4","0","0"
"3","20","20","0","0","15.1","1.6","0.15","0","15.1","0","0"
"3","20","21","0","0","15","1.1","0.15","0","15","0","0"
"3","20","22","0","0","15","0.8","0.15","0","15","0","0"
"3","20","23","0","0","14.9","0.7","0.15","0","14.9","0","0"
"3","21","0","0","0","14.9","0.9","0.15","0","14.9","0","0"
"3","21","1","0","0","14.9","0.9","0.15","0","14.9","0","0"
"3","21","2","0","0","15","0.8","0.15","0","15","0","0"
"3","21","3","0","0","15.2","0.7","0.15","0","15.2","0","0"
"3","21","4","0","0","15.3","0.8","0.15","0","15.3","0","0"
"3","21","5","0","0","15.7","1.1","0.15","0","15.7","0","0"
"3","21","6","212","44","16.7","1.3","0.15","70.987","18.593","190.068","167.479"
"3","21","7","430","106","18.1","1.5","0.15","267.454","25.323","888.751","841.405"
"3","21","8","504","171","19.3","1.3","0.15","472.561","32.747","1580.512","1508.654"
"3","21","9","556","221","20.6","1.2","0.15","656.302","39.672","2119.861","2028.892"
"3","21","10","849","132","21.5","1.3","0.15","917.128","47.503","2857.338","2740.237"
"3","21","11","590","285","21.9","1.5","0.15","862.237","45.201","2695.122","2583.769"
"3","21","12","629","265","22.4","1.5","0.15","882.709","46.259","2748.592","2635.344"
